country,year,sex,e0
SWE,1796,male,37.47
SWE,1797,female,41.94
SWE,1797,male,38.81
SWE,1798,female,42.96
SWE,1798,male,39.73
SWE,1799,female,41.05
SWE,1799,male,37.65
SWE,1800,female,33.21
SWE,1800,male,31.17
SWE,1801,female,38.09
SWE,1801,male,35.72
SWE,1802,female,41.86
SWE,1802,male,38.54
SWE,1803,female,41.88
SWE,1803,male,38.63
SWE,1804,female,41.46
SWE,1804,male,37.97
SWE,1805,female,42.43
SWE,1805,male,39.67
SWE,1806,female,37.3
SWE,1806,male,35.1
SWE,1807,female,39.95
SWE,1807,male,37.58
SWE,1808,female,32.28
SWE,1808,male,28.18
SWE,1809,female,28.96
SWE,1809,male,24.97
SWE,1810,female,33.67
SWE,1810,male,30.35
SWE,1811,female,36.27
SWE,1811,male,32.93
SWE,1812,female,36.89
SWE,1812,male,33.35
SWE,1813,female,38.61
SWE,1813,male,34.43
SWE,1814,female,40.15
SWE,1814,male,37.03
SWE,1815,female,41.9
SWE,1815,male,38.99
SWE,1816,female,43.67
SWE,1816,male,39.91
SWE,1817,female,41.81
SWE,1817,male,38.81
SWE,1818,female,41.99
SWE,1818,male,38.07
SWE,1819,female,38.65
SWE,1819,male,35.31
SWE,1820,female,41.88
SWE,1820,male,38.61
SWE,1821,female,39.57
SWE,1821,male,36.73
SWE,1822,female,44.84
SWE,1822,male,40.71
SWE,1823,female,47.39
SWE,1823,male,43.01
SWE,1824,female,47.27
SWE,1824,male,42.69
SWE,1825,female,47.61
SWE,1825,male,42.92
SWE,1826,female,45.42
SWE,1826,male,40.82
SWE,1827,female,44.61
SWE,1827,male,40.72
SWE,1828,female,40.29
SWE,1828,male,35.34
SWE,1829,female,38.62
SWE,1829,male,33.92
SWE,1830,female,43.45
SWE,1830,male,38.59
SWE,1831,female,41.17
SWE,1831,male,36.87
SWE,1832,female,42.59
SWE,1832,male,39.12
SWE,1833,female,44.7
SWE,1833,male,40.36
SWE,1834,female,40.89
SWE,1834,male,36.3
SWE,1835,female,49.35
SWE,1835,male,44.94
SWE,1836,female,47.25
SWE,1836,male,43.05
SWE,1837,female,41.81
SWE,1837,male,37.46
SWE,1838,female,42.23
SWE,1838,male,37.84
SWE,1839,female,41.77
SWE,1839,male,37.99
SWE,1840,female,46.14
SWE,1840,male,41.84
SWE,1841,female,47.24
SWE,1841,male,43.05
SWE,1842,female,45.04
SWE,1842,male,40.59
SWE,1843,female,44.86
SWE,1843,male,40.81
SWE,1844,female,46.91
SWE,1844,male,41.22
SWE,1845,female,48.5
SWE,1845,male,43.51
SWE,1846,female,43.94
SWE,1846,male,40.16
SWE,1847,female,41.95
SWE,1847,male,38.34
SWE,1848,female,47.29
SWE,1848,male,42.99
SWE,1849,female,46.84
SWE,1849,male,42.2
SWE,1850,female,47.29
SWE,1850,male,42.17
SWE,1851,female,46.1
SWE,1851,male,41.21
SWE,1852,female,43.74
SWE,1852,male,39.04
SWE,1853,female,41.96
SWE,1853,male,38.07
SWE,1854,female,46.51
SWE,1854,male,42.55
SWE,1855,female,44.81
SWE,1855,male,41.33
SWE,1856,female,44.03
SWE,1856,male,40.24
SWE,1857,female,36.6
SWE,1857,male,32.73
SWE,1858,female,43.61
SWE,1858,male,40.38
SWE,1859,female,46.19
SWE,1859,male,42.35
SWE,1860,female,50.29
SWE,1860,male,46.61
SWE,1861,female,49.01
SWE,1861,male,45.35
SWE,1862,female,44.19
SWE,1862,male,41.19
SWE,1863,female,47.11
SWE,1863,male,43.87
SWE,1864,female,46.51
SWE,1864,male,43.12
SWE,1865,female,47.48
SWE,1865,male,43.45
SWE,1866,female,46.9
SWE,1866,male,42.81
SWE,1867,female,48.28
SWE,1867,male,44.29
SWE,1868,female,45.2
SWE,1868,male,41.48
SWE,1869,female,42.72
SWE,1869,male,39.32
SWE,1870,female,46.84
SWE,1870,male,43.22
SWE,1871,female,50.67
SWE,1871,male,47.15
SWE,1872,female,51.88
SWE,1872,male,48
SWE,1873,female,50.29
SWE,1873,male,46.82
SWE,1874,female,46.06
SWE,1874,male,42.26
SWE,1875,female,46.38
SWE,1875,male,42.59
SWE,1876,female,46.31
SWE,1876,male,43.21
SWE,1877,female,47.84
SWE,1877,male,44.29
SWE,1878,female,48.08
SWE,1878,male,45.5
SWE,1879,female,50.37
SWE,1879,male,47.63
SWE,1880,female,49.15
SWE,1880,male,46.18
SWE,1881,female,49.93
SWE,1881,male,46.89
SWE,1882,female,50.03
SWE,1882,male,46.78
SWE,1883,female,50.4
SWE,1883,male,47.23
SWE,1884,female,50.59
SWE,1884,male,47.39
SWE,1885,female,50.38
SWE,1885,male,47.26
SWE,1886,female,51.89
SWE,1886,male,49.13
SWE,1887,female,52.84
SWE,1887,male,49.92
SWE,1888,female,53.5
SWE,1888,male,50.97
SWE,1889,female,53.37
SWE,1889,male,51.05
SWE,1890,female,51.77
SWE,1890,male,49.08
SWE,1891,female,52.5
SWE,1891,male,49.53
SWE,1892,female,51.75
SWE,1892,male,49.18
SWE,1893,female,52.5
SWE,1893,male,49.79
SWE,1894,female,53.05
SWE,1894,male,50.71
SWE,1895,female,55.29
SWE,1895,male,52.7
SWE,1896,female,54.6
SWE,1896,male,52.05
SWE,1897,female,55.26
SWE,1897,male,52.71
SWE,1898,female,56.03
SWE,1898,male,53.12
SWE,1899,female,52.3
SWE,1899,male,49.5
SWE,1900,female,53.63
SWE,1900,male,50.8
SWE,1901,female,54.09
SWE,1901,male,51.65
SWE,1902,female,55.87
SWE,1902,male,53.5
SWE,1903,female,56.39
SWE,1903,male,53.55
SWE,1904,female,56.43
SWE,1904,male,54.08
SWE,1905,female,55.67
SWE,1905,male,53.15
SWE,1906,female,57.69
SWE,1906,male,55.39
SWE,1907,female,58.05
SWE,1907,male,55.65
SWE,1908,female,57.46
SWE,1908,male,55.18
SWE,1909,female,59.48
SWE,1909,male,57.17
SWE,1910,female,59.03
SWE,1910,male,56.43
SWE,1911,female,59.43
SWE,1911,male,56.53
SWE,1912,female,59.09
SWE,1912,male,56.35
SWE,1913,female,59.97
SWE,1913,male,57.17
SWE,1914,female,59.4
SWE,1914,male,56.86
SWE,1915,female,58.36
SWE,1915,male,55.83
SWE,1916,female,59.28
SWE,1916,male,56.92
SWE,1917,female,60.06
SWE,1917,male,57.53
SWE,1918,female,51.36
SWE,1918,male,48.1
SWE,1919,female,57.89
SWE,1919,male,54.97
SWE,1920,female,60.24
SWE,1920,male,57.58
SWE,1921,female,62.27
SWE,1921,male,59.69
SWE,1922,female,61.91
SWE,1922,male,60.22
SWE,1923,female,64.05
SWE,1923,male,61.76
SWE,1924,female,63.08
SWE,1924,male,60.79
SWE,1925,female,63.68
SWE,1925,male,61.33
SWE,1926,female,63.77
SWE,1926,male,61.69
SWE,1927,female,62.64
SWE,1927,male,60.47
SWE,1928,female,63.2
SWE,1928,male,61.19
SWE,1929,female,63.41
SWE,1929,male,61.17
SWE,1930,female,64.19
SWE,1930,male,62.13
SWE,1931,female,63.63
SWE,1931,male,61.79
SWE,1932,female,64.9
SWE,1932,male,62.95
SWE,1933,female,65.96
SWE,1933,male,63.65
SWE,1934,female,66.07
SWE,1934,male,63.84
SWE,1935,female,66.05
SWE,1935,male,63.68
SWE,1936,female,65.77
SWE,1936,male,63.44
SWE,1937,female,65.82
SWE,1937,male,63.42
SWE,1938,female,67.09
SWE,1938,male,64.02
SWE,1939,female,67.71
SWE,1939,male,65.07
SWE,1940,female,68.13
SWE,1940,male,65.38
SWE,1941,female,68.26
SWE,1941,male,65.7
SWE,1942,female,70.36
SWE,1942,male,67.57
SWE,1943,female,70.08
SWE,1943,male,67.34
SWE,1944,female,69.28
SWE,1944,male,66.2
SWE,1945,female,69.52
SWE,1945,male,67.16
SWE,1946,female,70.67
SWE,1946,male,68.36
SWE,1947,female,70.63
SWE,1947,male,68.33
SWE,1948,female,72.13
SWE,1948,male,69.35
SWE,1949,female,72.16
SWE,1949,male,69.48
SWE,1950,female,72.44
SWE,1950,male,69.85
SWE,1951,female,72.7
SWE,1951,male,70.04
SWE,1952,female,73.29
SWE,1952,male,70.42
SWE,1953,female,73.4
SWE,1953,male,70.43
SWE,1954,female,73.87
SWE,1954,male,70.86
SWE,1955,female,74.15
SWE,1955,male,71.05
SWE,1956,female,74.4
SWE,1956,male,70.96
SWE,1957,female,74.27
SWE,1957,male,70.75
SWE,1958,female,74.8
SWE,1958,male,71.53
SWE,1959,female,75.2
SWE,1959,male,71.58
SWE,1960,female,74.88
SWE,1960,male,71.24
SWE,1961,female,75.38
SWE,1961,male,71.64
SWE,1962,female,75.42
SWE,1962,male,71.36
SWE,1963,female,75.61
SWE,1963,male,71.53
SWE,1964,female,75.87
SWE,1964,male,71.62
SWE,1965,female,76.08
SWE,1965,male,71.74
SWE,1966,female,76.46
SWE,1966,male,71.84
SWE,1967,female,76.55
SWE,1967,male,71.85
SWE,1968,female,76.39
SWE,1968,male,71.71
SWE,1969,female,76.63
SWE,1969,male,71.71
SWE,1970,female,77.21
SWE,1970,male,72.23
SWE,1971,female,77.39
SWE,1971,male,71.97
SWE,1972,female,77.53
SWE,1972,male,72.03
SWE,1973,female,77.72
SWE,1973,male,72.16
SWE,1974,female,77.9
SWE,1974,male,72.2
SWE,1975,female,77.95
SWE,1975,male,72.17
SWE,1976,female,77.96
SWE,1976,male,72.16
SWE,1977,female,78.57
SWE,1977,male,72.41
SWE,1978,female,78.69
SWE,1978,male,72.46
SWE,1979,female,78.72
SWE,1979,male,72.5
SWE,1980,female,78.85
SWE,1980,male,72.78
SWE,1981,female,79.14
SWE,1981,male,73.08
SWE,1982,female,79.39
SWE,1982,male,73.43
SWE,1983,female,79.64
SWE,1983,male,73.63
SWE,1984,female,79.93
SWE,1984,male,73.85
SWE,1985,female,79.69
SWE,1985,male,73.78
SWE,1986,female,80.02
SWE,1986,male,73.98
SWE,1987,female,80.14
SWE,1987,male,74.16
SWE,1988,female,79.93
SWE,1988,male,74.13
SWE,1989,female,80.56
SWE,1989,male,74.78
SWE,1990,female,80.4
SWE,1990,male,74.81
SWE,1991,female,80.54
SWE,1991,male,74.95
SWE,1992,female,80.78
SWE,1992,male,75.36
SWE,1993,female,80.78
SWE,1993,male,75.49
SWE,1994,female,81.38
SWE,1994,male,76.08
SWE,1995,female,81.44
SWE,1995,male,76.18
SWE,1996,female,81.52
SWE,1996,male,76.52
SWE,1997,female,81.8
SWE,1997,male,76.7
SWE,1998,female,81.91
SWE,1998,male,76.87
SWE,1999,female,81.89
SWE,1999,male,77.07
SWE,2000,female,82.02
SWE,2000,male,77.38
SWE,2001,female,82.05
SWE,2001,male,77.54
SWE,2002,female,82.08
SWE,2002,male,77.71
SWE,2003,female,82.41
SWE,2003,male,77.91
SWE,2004,female,82.66
SWE,2004,male,78.35
SWE,2005,female,82.75
SWE,2005,male,78.42
SWE,2006,female,82.9
SWE,2006,male,78.69
SWE,2007,female,82.94
SWE,2007,male,78.93
SWE,2008,female,83.11
SWE,2008,male,79.09
SWE,2009,female,83.32
SWE,2009,male,79.34
SWE,2010,female,83.47
SWE,2010,male,79.52
SWE,2011,female,83.66
SWE,2011,male,79.8
SWE,2012,female,83.53
SWE,2012,male,79.87
SWE,2013,female,83.71
SWE,2013,male,80.1
SWE,2014,female,84.05
SWE,2014,male,80.35
SWE,2015,female,84.02
SWE,2015,male,80.32
SWE,2016,female,84.08
SWE,2016,male,80.57
SWE,2017,female,84.11
SWE,2017,male,80.73
SWE,2018,female,84.25
SWE,2018,male,80.79
SWE,2019,female,84.73
SWE,2019,male,81.35
SWE,2020,female,84.29
SWE,2020,male,80.6
SWE,2021,female,84.82
SWE,2021,male,81.22
SWE,2022,female,84.75
SWE,2022,male,81.36
SWE,2023,female,84.91
SWE,2023,male,81.59
SWE,2024,female,85.35
SWE,2024,male,82.29
TWN,1970,female,71.43
TWN,1970,male,66.32
TWN,1971,female,71.85
TWN,1971,male,66.88
TWN,1972,female,72.26
TWN,1972,male,67.4
TWN,1973,female,72.47
TWN,1973,male,67.55
TWN,1974,female,72.86
TWN,1974,male,68.02
TWN,1975,female,73.25
TWN,1975,male,68.42
TWN,1976,female,73.59
TWN,1976,male,68.85
TWN,1977,female,73.74
TWN,1977,male,68.83
TWN,1978,female,74.24
TWN,1978,male,69.31
TWN,1979,female,74.41
TWN,1979,male,69.29
TWN,1980,female,74.48
TWN,1980,male,69.53
TWN,1981,female,74.52
TWN,1981,male,69.63
TWN,1982,female,75.01
TWN,1982,male,70.14
TWN,1983,female,74.99
TWN,1983,male,70.09
TWN,1984,female,75.67
TWN,1984,male,70.71
TWN,1985,female,75.78
TWN,1985,male,70.93
TWN,1986,female,75.94
TWN,1986,male,71.01
TWN,1987,female,76.29
TWN,1987,male,71.19
TWN,1988,female,76.09
TWN,1988,male,70.95
TWN,1989,female,76.42
TWN,1989,male,71.16
TWN,1990,female,76.69
TWN,1990,male,71.4
TWN,1991,female,77.13
TWN,1991,male,71.87
TWN,1992,female,77.13
TWN,1992,male,71.84
TWN,1993,female,77.55
TWN,1993,male,72.09
TWN,1994,female,77.86
TWN,1994,male,72.1
TWN,1995,female,77.64
TWN,1995,male,71.91
TWN,1996,female,77.82
TWN,1996,male,72.08
TWN,1997,female,78.35
TWN,1997,male,72.6
TWN,1998,female,78.6
TWN,1998,male,72.75
TWN,1999,female,78.61
TWN,1999,male,72.92
TWN,2000,female,79.24
TWN,2000,male,73.43
TWN,2001,female,79.59
TWN,2001,male,73.7
TWN,2002,female,79.89
TWN,2002,male,74.2
TWN,2003,female,80.04
TWN,2003,male,74.42
TWN,2004,female,80.35
TWN,2004,male,74.33
TWN,2005,female,80.51
TWN,2005,male,74.21
TWN,2006,female,81.28
TWN,2006,male,74.83
TWN,2007,female,81.31
TWN,2007,male,75.14
TWN,2008,female,81.56
TWN,2008,male,75.31
TWN,2009,female,81.93
TWN,2009,male,75.81
TWN,2010,female,82.3
TWN,2010,male,76.12
TWN,2011,female,82.25
TWN,2011,male,75.81
TWN,2012,female,82.42
TWN,2012,male,76.23
TWN,2013,female,82.87
TWN,2013,male,76.66
TWN,2014,female,82.78
TWN,2014,male,76.5
TWN,2015,female,83.14
TWN,2015,male,76.78
TWN,2016,female,82.99
TWN,2016,male,76.57
TWN,2017,female,83.28
TWN,2017,male,77.08
TWN,2018,female,83.57
TWN,2018,male,77.34
TWN,2019,female,83.77
TWN,2019,male,77.5
TWN,2020,female,84.24
TWN,2020,male,78.02
TWN,2021,female,83.88
TWN,2021,male,77.6
TWN,2022,female,83.13
TWN,2022,male,76.66
TWN,2023,female,83.46
TWN,2023,male,76.92
TWN,2024,female,83.9
TWN,2024,male,77.35
UKR,1959,female,72.2
UKR,1959,male,65.78
UKR,1960,female,73.8
UKR,1960,male,67.39
UKR,1961,female,74.15
UKR,1961,male,67.63
UKR,1962,female,73.52
UKR,1962,male,67.11
UKR,1963,female,74.24
UKR,1963,male,67.65
UKR,1964,female,75.03
UKR,1964,male,68.45
UKR,1965,female,74.6
UKR,1965,male,67.82
UKR,1966,female,74.99
UKR,1966,male,67.94
UKR,1967,female,74.64
UKR,1967,male,67.52
UKR,1968,female,74.94
UKR,1968,male,67.42
UKR,1969,female,74.53
UKR,1969,male,66.63
UKR,1970,female,74.44
UKR,1970,male,66.51
UKR,1971,female,74.76
UKR,1971,male,66.67
UKR,1972,female,74.45
UKR,1972,male,66.53
UKR,1973,female,74.66
UKR,1973,male,66.64
UKR,1974,female,74.7
UKR,1974,male,66.41
UKR,1975,female,74.25
UKR,1975,male,65.58
UKR,1976,female,74.22
UKR,1976,male,65.69
UKR,1977,female,74.21
UKR,1977,male,65.14
UKR,1978,female,74.19
UKR,1978,male,65.01
UKR,1979,female,74.03
UKR,1979,male,64.7
UKR,1980,female,74.06
UKR,1980,male,64.62
UKR,1981,female,74.18
UKR,1981,male,64.64
UKR,1982,female,74.42
UKR,1982,male,64.8
UKR,1983,female,74.39
UKR,1983,male,64.88
UKR,1984,female,74.1
UKR,1984,male,64.61
UKR,1985,female,74.03
UKR,1985,male,65.25
UKR,1986,female,75.01
UKR,1986,male,66.89
UKR,1987,female,74.91
UKR,1987,male,66.63
UKR,1988,female,74.78
UKR,1988,male,66.58
UKR,1989,female,75.19
UKR,1989,male,66.13
UKR,1990,female,74.9
UKR,1990,male,65.6
UKR,1991,female,74.32
UKR,1991,male,64.62
UKR,1992,female,74.03
UKR,1992,male,63.81
UKR,1993,female,73.35
UKR,1993,male,63.17
UKR,1994,female,72.95
UKR,1994,male,62.38
UKR,1995,female,72.5
UKR,1995,male,61.2
UKR,1996,female,72.77
UKR,1996,male,61.51
UKR,1997,female,73.17
UKR,1997,male,62.22
UKR,1998,female,73.83
UKR,1998,male,63.16
UKR,1999,female,73.61
UKR,1999,male,62.61
UKR,2000,female,73.52
UKR,2000,male,62.08
UKR,2001,female,73.64
UKR,2001,male,62.24
UKR,2002,female,73.63
UKR,2002,male,62.06
UKR,2003,female,73.53
UKR,2003,male,62.23
UKR,2004,female,73.62
UKR,2004,male,61.98
UKR,2005,female,73.37
UKR,2005,male,61.49
UKR,2006,female,73.79
UKR,2006,male,62.27
UKR,2007,female,73.69
UKR,2007,male,61.76
UKR,2008,female,73.9
UKR,2008,male,62.24
UKR,2009,female,74.85
UKR,2009,male,64.35
UKR,2010,female,75.19
UKR,2010,male,65.2
UKR,2011,female,75.85
UKR,2011,male,65.94
UKR,2012,female,75.99
UKR,2012,male,66.07
UKR,2013,female,76.2
UKR,2013,male,66.31
GBR_NP,1922,female,58.85
GBR_NP,1922,male,55.18
GBR_NP,1923,female,61.18
GBR_NP,1923,male,57.37
GBR_NP,1924,female,59.98
GBR_NP,1924,male,56.15
GBR_NP,1925,female,60.34
GBR_NP,1925,male,56.49
GBR_NP,1926,female,61.5
GBR_NP,1926,male,57.59
GBR_NP,1927,female,60.92
GBR_NP,1927,male,56.95
GBR_NP,1928,female,61.91
GBR_NP,1928,male,57.87
GBR_NP,1929,female,59.6
GBR_NP,1929,male,55.64
GBR_NP,1930,female,62.86
GBR_NP,1930,male,58.66
GBR_NP,1931,female,62
GBR_NP,1931,male,57.97
GBR_NP,1932,female,62.42
GBR_NP,1932,male,58.58
GBR_NP,1933,female,62.49
GBR_NP,1933,male,58.63
GBR_NP,1934,female,63.25
GBR_NP,1934,male,59.32
GBR_NP,1935,female,63.94
GBR_NP,1935,male,59.94
GBR_NP,1936,female,63.84
GBR_NP,1936,male,59.63
GBR_NP,1937,female,63.87
GBR_NP,1937,male,59.69
GBR_NP,1938,female,65.39
GBR_NP,1938,male,61.04
GBR_NP,1939,female,65.8
GBR_NP,1939,male,61.38
GBR_NP,1940,female,63.51
GBR_NP,1940,male,58.17
GBR_NP,1941,female,64.11
GBR_NP,1941,male,58.05
GBR_NP,1942,female,66.74
GBR_NP,1942,male,60.64
GBR_NP,1943,female,66.67
GBR_NP,1943,male,60.77
GBR_NP,1944,female,67.57
GBR_NP,1944,male,61.37
GBR_NP,1945,female,68.32
GBR_NP,1945,male,62.79
GBR_NP,1946,female,68.63
GBR_NP,1946,male,63.71
GBR_NP,1947,female,68.79
GBR_NP,1947,male,64.02
GBR_NP,1948,female,70.62
GBR_NP,1948,male,66.01
GBR_NP,1949,female,70.3
GBR_NP,1949,male,65.82
GBR_NP,1950,female,70.92
GBR_NP,1950,male,66.24
GBR_NP,1951,female,70.68
GBR_NP,1951,male,65.71
GBR_NP,1952,female,72.11
GBR_NP,1952,male,66.83
GBR_NP,1953,female,72.36
GBR_NP,1953,male,67.12
GBR_NP,1954,female,72.81
GBR_NP,1954,male,67.41
GBR_NP,1955,female,72.77
GBR_NP,1955,male,67.37
GBR_NP,1956,female,73.1
GBR_NP,1956,male,67.59
GBR_NP,1957,female,73.32
GBR_NP,1957,male,67.61
GBR_NP,1958,female,73.49
GBR_NP,1958,male,67.79
GBR_NP,1959,female,73.6
GBR_NP,1959,male,67.92
GBR_NP,1960,female,73.88
GBR_NP,1960,male,68.04
GBR_NP,1961,female,73.65
GBR_NP,1961,male,67.81
GBR_NP,1962,female,73.79
GBR_NP,1962,male,67.83
GBR_NP,1963,female,73.72
GBR_NP,1963,male,67.71
GBR_NP,1964,female,74.56
GBR_NP,1964,male,68.41
GBR_NP,1965,female,74.58
GBR_NP,1965,male,68.36
GBR_NP,1966,female,74.5
GBR_NP,1966,male,68.28
GBR_NP,1967,female,75.09
GBR_NP,1967,male,68.94
GBR_NP,1968,female,74.72
GBR_NP,1968,male,68.56
GBR_NP,1969,female,74.78
GBR_NP,1969,male,68.47
GBR_NP,1970,female,74.99
GBR_NP,1970,male,68.69
GBR_NP,1971,female,75.33
GBR_NP,1971,male,69.05
GBR_NP,1972,female,75.07
GBR_NP,1972,male,68.84
GBR_NP,1973,female,75.28
GBR_NP,1973,male,69.01
GBR_NP,1974,female,75.45
GBR_NP,1974,male,69.22
GBR_NP,1975,female,75.71
GBR_NP,1975,male,69.51
GBR_NP,1976,female,75.68
GBR_NP,1976,male,69.53
GBR_NP,1977,female,76.14
GBR_NP,1977,male,70
GBR_NP,1978,female,76.07
GBR_NP,1978,male,69.94
GBR_NP,1979,female,76.19
GBR_NP,1979,male,70.06
GBR_NP,1980,female,76.57
GBR_NP,1980,male,70.51
GBR_NP,1981,female,76.88
GBR_NP,1981,male,70.85
GBR_NP,1982,female,76.94
GBR_NP,1982,male,71.03
GBR_NP,1983,female,77.22
GBR_NP,1983,male,71.27
GBR_NP,1984,female,77.55
GBR_NP,1984,male,71.68
GBR_NP,1985,female,77.36
GBR_NP,1985,male,71.61
GBR_NP,1986,female,77.67
GBR_NP,1986,male,71.82
GBR_NP,1987,female,77.96
GBR_NP,1987,male,72.21
GBR_NP,1988,female,78.06
GBR_NP,1988,male,72.34
GBR_NP,1989,female,78.08
GBR_NP,1989,male,72.58
GBR_NP,1990,female,78.5
GBR_NP,1990,male,72.84
GBR_NP,1991,female,78.61
GBR_NP,1991,male,73.08
GBR_NP,1992,female,78.96
GBR_NP,1992,male,73.51
GBR_NP,1993,female,78.77
GBR_NP,1993,male,73.44
GBR_NP,1994,female,79.31
GBR_NP,1994,male,73.99
GBR_NP,1995,female,79.19
GBR_NP,1995,male,73.93
GBR_NP,1996,female,79.4
GBR_NP,1996,male,74.22
GBR_NP,1997,female,79.58
GBR_NP,1997,male,74.57
GBR_NP,1998,female,79.72
GBR_NP,1998,male,74.72
GBR_NP,1999,female,79.76
GBR_NP,1999,male,74.87
GBR_NP,2000,female,80.19
GBR_NP,2000,male,75.38
GBR_NP,2001,female,80.42
GBR_NP,2001,male,75.69
GBR_NP,2002,female,80.51
GBR_NP,2002,male,75.84
GBR_NP,2003,female,80.49
GBR_NP,2003,male,76.06
GBR_NP,2004,female,81.05
GBR_NP,2004,male,76.62
GBR_NP,2005,female,81.19
GBR_NP,2005,male,76.89
GBR_NP,2006,female,81.47
GBR_NP,2006,male,77.1
GBR_NP,2007,female,81.61
GBR_NP,2007,male,77.34
GBR_NP,2008,female,81.66
GBR_NP,2008,male,77.53
GBR_NP,2009,female,82.18
GBR_NP,2009,male,78
GBR_NP,2010,female,82.32
GBR_NP,2010,male,78.33
GBR_NP,2011,female,82.7
GBR_NP,2011,male,78.75
GBR_NP,2012,female,82.64
GBR_NP,2012,male,78.93
GBR_NP,2013,female,82.74
GBR_NP,2013,male,78.97
GBR_NP,2014,female,82.96
GBR_NP,2014,male,79.21
GBR_NP,2015,female,82.69
GBR_NP,2015,male,79
GBR_NP,2016,female,82.83
GBR_NP,2016,male,79.15
GBR_NP,2017,female,82.94
GBR_NP,2017,male,79.22
GBR_NP,2018,female,82.89
GBR_NP,2018,male,79.18
GBR_NP,2019,female,83.21
GBR_NP,2019,male,79.47
GBR_NP,2020,female,82.37
GBR_NP,2020,male,78.3
GBR_NP,2021,female,82.53
GBR_NP,2021,male,78.47
GBR_NP,2022,female,82.86
GBR_NP,2022,male,79.02
GBRTENW,1841,female,42.65
GBRTENW,1841,male,40.61
GBRTENW,1842,female,42.21
GBRTENW,1842,male,40.42
GBRTENW,1843,female,42.82
GBRTENW,1843,male,40.84
GBRTENW,1844,female,42.5
GBRTENW,1844,male,40.53
GBRTENW,1845,female,43.53
GBRTENW,1845,male,41.49
GBRTENW,1846,female,40.95
GBRTENW,1846,male,38.91
GBRTENW,1847,female,39.29
GBRTENW,1847,male,37.33
GBRTENW,1848,female,40.5
GBRTENW,1848,male,38.46
GBRTENW,1849,female,38.17
GBRTENW,1849,male,36.54
GBRTENW,1850,female,43.66
GBRTENW,1850,male,41.86
GBRTENW,1851,female,42.36
GBRTENW,1851,male,40.4
GBRTENW,1852,female,41.97
GBRTENW,1852,male,39.81
GBRTENW,1853,female,41.65
GBRTENW,1853,male,39.42
GBRTENW,1854,female,40.33
GBRTENW,1854,male,38.3
GBRTENW,1855,female,42.15
GBRTENW,1855,male,39.88
GBRTENW,1856,female,44.32
GBRTENW,1856,male,42.12
GBRTENW,1857,female,42.8
GBRTENW,1857,male,40.9
GBRTENW,1858,female,40.92
GBRTENW,1858,male,39.08
GBRTENW,1859,female,41.79
GBRTENW,1859,male,39.8
GBRTENW,1860,female,44.1
GBRTENW,1860,male,41.82
GBRTENW,1861,female,43.49
GBRTENW,1861,male,41.17
GBRTENW,1862,female,43.67
GBRTENW,1862,male,41.31
GBRTENW,1863,female,41.59
GBRTENW,1863,male,39.17
GBRTENW,1864,female,41.23
GBRTENW,1864,male,38.68
GBRTENW,1865,female,42
GBRTENW,1865,male,39.28
GBRTENW,1866,female,41.7
GBRTENW,1866,male,39.1
GBRTENW,1867,female,44.04
GBRTENW,1867,male,41.17
GBRTENW,1868,female,43.35
GBRTENW,1868,male,40.62
GBRTENW,1869,female,43.09
GBRTENW,1869,male,40.19
GBRTENW,1870,female,42.43
GBRTENW,1870,male,39.43
GBRTENW,1871,female,42.84
GBRTENW,1871,male,39.75
GBRTENW,1872,female,44.53
GBRTENW,1872,male,41.25
GBRTENW,1873,female,45.41
GBRTENW,1873,male,42.12
GBRTENW,1874,female,43.66
GBRTENW,1874,male,40.54
GBRTENW,1875,female,43.42
GBRTENW,1875,male,40.24
GBRTENW,1876,female,45.4
GBRTENW,1876,male,41.94
GBRTENW,1877,female,46.5
GBRTENW,1877,male,42.89
GBRTENW,1878,female,44.61
GBRTENW,1878,male,41.39
GBRTENW,1879,female,45.89
GBRTENW,1879,male,42.58
GBRTENW,1880,female,45.36
GBRTENW,1880,male,42.13
GBRTENW,1881,female,47.65
GBRTENW,1881,male,44.54
GBRTENW,1882,female,46.35
GBRTENW,1882,male,43.34
GBRTENW,1883,female,46.65
GBRTENW,1883,male,43.49
GBRTENW,1884,female,46.31
GBRTENW,1884,male,43.2
GBRTENW,1885,female,47.25
GBRTENW,1885,male,44.22
GBRTENW,1886,female,46.87
GBRTENW,1886,male,43.74
GBRTENW,1887,female,47.15
GBRTENW,1887,male,44.11
GBRTENW,1888,female,48.49
GBRTENW,1888,male,45.09
GBRTENW,1889,female,47.95
GBRTENW,1889,male,44.69
GBRTENW,1890,female,46.53
GBRTENW,1890,male,42.95
GBRTENW,1891,female,46.01
GBRTENW,1891,male,42.52
GBRTENW,1892,female,47.08
GBRTENW,1892,male,43.87
GBRTENW,1893,female,46.45
GBRTENW,1893,male,43.24
GBRTENW,1894,female,49.94
GBRTENW,1894,male,46.67
GBRTENW,1895,female,47.33
GBRTENW,1895,male,44.07
GBRTENW,1896,female,49.05
GBRTENW,1896,male,45.71
GBRTENW,1897,female,49.08
GBRTENW,1897,male,45.34
GBRTENW,1898,female,48.76
GBRTENW,1898,male,45.19
GBRTENW,1899,female,47.98
GBRTENW,1899,male,44.29
GBRTENW,1900,female,48.25
GBRTENW,1900,male,44.39
GBRTENW,1901,female,49.82
GBRTENW,1901,male,45.98
GBRTENW,1902,female,51.02
